,Student_ID,Attendance_Percent,Assignment_Score,Midterm_Score,Final_Exam_Score,Project_Score,Participation_Score,Overall_Score,Status
346,STU202400347,80.88,50.68,79.69,81.77,61.73,77.19,70.12,Pass
347,STU202400348,84.0,83.73,71.85,68.48,100.0,70.15,77.86,Pass
348,STU202400349,93.26,48.57,100.0,82.02,82.6,85.24,77.66,Pass
349,STU202400350,60.0,77.88,31.55,35.35,80.45,59.78,54.43,Pass
350,STU202400351,66.19,89.07,56.36,46.66,62.39,54.25,62.32,Pass
351,STU202400352,90.2,82.93,53.94,57.55,61.03,73.25,65.27,Pass
352,STU202400353,90.05,64.75,100.0,86.89,70.86,82.95,81.18,Pass
353,STU202400354,95.89,83.46,64.35,87.24,92.06,81.44,81.86,Pass
354,STU202400355,60.49,72.15,32.29,69.09,60.13,56.63,59.9,Pass
355,STU202400356,85.42,65.14,53.7,50.81,49.92,69.29,56.68,Pass
356,STU202400357,84.06,66.55,78.35,60.5,53.58,82.28,66.72,Pass
357,STU202400358,95.02,78.64,68.91,51.15,50.76,92.15,65.62,Pass
358,STU202400359,60.27,48.65,66.5,65.95,65.66,52.34,60.33,Pass
359,STU202400360,79.56,64.44,72.03,53.24,90.68,77.22,67.81,Pass
360,STU202400361,86.14,77.62,88.9,61.79,49.65,80.42,71.21,Pass
361,STU202400362,86.34,64.31,84.97,67.17,73.8,71.28,71.42,Pass
362,STU202400363,75.2,52.62,53.67,49.89,66.15,63.32,55.11,Pass
363,STU202400364,92.35,58.63,73.68,60.32,72.54,85.25,66.9,Pass
364,STU202400365,60.03,74.58,96.27,63.35,66.86,43.25,71.26,Pass
365,STU202400366,60.0,79.24,72.24,67.25,46.37,39.98,65.39,Pass
366,STU202400367,83.66,88.27,57.71,58.32,68.5,83.62,69.74,Pass
367,STU202400368,79.93,83.71,47.72,69.68,87.17,71.35,71.59,Pass
368,STU202400369,89.22,83.54,72.59,53.65,77.31,80.92,71.18,Pass
369,STU202400370,82.39,43.18,64.49,70.01,71.33,92.36,64.63,Pass
370,STU202400371,71.96,83.29,64.17,84.92,84.4,67.18,78.51,Pass
371,STU202400372,94.11,64.24,72.15,50.81,72.18,84.37,65.0,Pass
372,STU202400373,80.94,50.38,55.86,45.43,65.36,69.98,54.2,Pass
373,STU202400374,76.17,80.37,91.26,64.66,64.3,64.8,73.87,Pass
374,STU202400375,97.56,74.68,66.73,70.4,71.64,73.95,71.28,Pass
375,STU202400376,65.06,85.27,100.0,89.89,93.34,65.27,88.81,Pass
376,STU202400377,79.17,63.98,86.6,88.4,61.25,71.38,76.16,Pass
377,STU202400378,87.2,71.91,66.63,65.93,61.51,68.47,67.16,Pass
378,STU202400379,78.46,44.99,44.98,73.6,86.88,77.72,63.13,Pass
379,STU202400380,70.46,100.0,79.93,79.46,77.33,60.26,82.45,Pass
380,STU202400381,90.39,51.93,76.51,86.01,94.25,79.16,76.14,Pass
381,STU202400382,74.1,59.85,55.39,60.1,94.03,71.45,65.32,Pass
382,STU202400383,90.65,56.54,47.36,48.79,85.87,80.44,59.17,Pass
383,STU202400384,70.28,75.1,67.76,63.54,85.31,62.85,70.47,Pass
384,STU202400385,84.24,59.28,72.21,84.79,76.06,63.39,72.45,Pass
385,STU202400386,71.52,88.17,70.88,77.06,51.38,67.07,73.75,Pass
386,STU202400387,86.21,76.72,68.06,74.64,63.65,83.39,73.07,Pass
387,STU202400388,92.41,49.65,89.51,90.62,64.98,70.67,74.31,Pass
388,STU202400389,80.95,83.7,56.56,62.11,88.85,61.13,70.31,Pass
389,STU202400390,80.15,85.68,100.0,100.0,97.88,83.03,94.41,Pass
390,STU202400391,60.0,61.07,38.0,45.11,75.1,49.2,52.59,Pass
391,STU202400392,60.58,54.83,54.89,59.24,78.12,53.06,59.48,Pass
392,STU202400393,84.63,77.98,46.52,47.53,67.14,71.91,60.32,Pass
393,STU202400394,82.75,81.88,71.97,74.17,71.64,79.6,75.82,Pass
394,STU202400395,94.66,56.95,75.18,49.0,69.37,69.96,61.38,Pass
395,STU202400396,89.07,85.85,99.56,49.22,97.64,75.16,78.31,Pass
396,STU202400397,71.35,63.39,71.85,60.35,95.41,55.77,68.21,Pass
397,STU202400398,74.81,89.75,83.24,81.95,57.63,83.92,80.71,Pass
398,STU202400399,81.76,48.3,48.41,66.36,76.56,67.43,59.89,Pass
399,STU202400400,75.03,61.0,43.14,35.76,71.47,59.74,51.3,Fail
400,STU202400401,94.08,68.87,91.55,59.94,26.73,75.16,65.03,Pass
401,STU202400402,69.97,57.13,84.95,67.3,92.06,62.51,71.52,Pass
402,STU202400403,88.09,71.53,72.3,59.5,100.0,77.9,72.98,Pass
403,STU202400404,89.56,66.8,52.23,58.95,87.96,83.4,66.36,Pass
404,STU202400405,70.93,68.85,100.0,86.5,70.17,58.29,79.52,Pass
405,STU202400406,69.48,65.94,82.92,92.35,91.71,57.57,80.29,Pass
406,STU202400407,80.85,52.64,55.56,53.37,81.15,55.06,57.96,Pass
407,STU202400408,78.05,71.66,68.95,50.41,100.0,61.0,67.93,Pass
408,STU202400409,83.8,70.12,41.75,53.71,79.58,68.74,60.8,Pass
409,STU202400410,67.31,56.87,70.19,55.53,75.0,74.46,63.61,Pass
410,STU202400411,61.04,90.74,59.64,49.38,74.36,58.33,66.41,Pass
411,STU202400412,79.46,76.72,100.0,100.0,71.36,67.85,86.67,Pass
412,STU202400413,85.94,82.79,81.71,85.2,82.22,87.45,83.68,Pass
413,STU202400414,85.44,59.87,22.48,33.37,94.47,72.69,50.91,Pass
414,STU202400415,77.1,37.37,100.0,100.0,60.88,62.26,74.7,Pass
415,STU202400416,60.0,98.16,75.27,80.12,85.91,50.53,81.57,Pass
416,STU202400417,70.22,74.53,95.72,87.09,100.0,55.28,84.43,Pass
417,STU202400418,87.83,77.45,73.0,60.66,62.21,70.07,68.5,Pass
418,STU202400419,92.64,76.81,70.74,42.74,87.12,80.26,67.27,Pass
419,STU202400420,60.0,77.99,52.98,46.52,73.68,55.44,60.65,Pass
420,STU202400421,93.97,56.04,79.76,66.96,56.44,89.16,67.43,Pass
421,STU202400422,91.0,56.57,87.6,63.2,52.59,81.39,66.65,Pass
422,STU202400423,91.77,56.61,36.44,48.35,84.32,87.13,57.31,Pass
423,STU202400424,79.02,80.27,53.24,32.49,58.48,81.39,57.37,Pass
424,STU202400425,81.32,53.8,45.83,68.46,86.09,78.05,63.87,Pass
425,STU202400426,92.02,49.07,100.0,79.51,76.3,72.58,74.82,Pass
426,STU202400427,73.67,62.36,88.17,86.78,99.76,65.14,80.74,Pass
427,STU202400428,94.79,67.92,61.53,70.65,63.17,90.42,69.0,Pass
428,STU202400429,82.05,71.25,87.36,62.6,61.82,84.23,71.76,Pass
429,STU202400430,91.71,64.71,43.37,30.13,90.19,80.87,55.51,Pass
430,STU202400431,90.98,79.26,73.48,61.41,71.31,94.96,73.13,Pass
431,STU202400432,60.0,89.5,84.81,80.39,86.79,53.64,81.84,Pass
432,STU202400433,87.33,72.74,58.27,61.6,91.96,79.4,70.05,Pass
433,STU202400434,76.72,89.43,67.85,79.7,95.11,57.64,79.87,Pass
434,STU202400435,62.55,80.25,77.05,75.94,58.51,60.14,73.05,Pass
435,STU202400436,79.39,57.67,88.77,83.85,70.91,76.56,75.62,Pass
436,STU202400437,93.17,59.3,40.54,39.62,52.42,90.99,51.78,Pass
437,STU202400438,75.94,58.54,64.93,60.9,91.78,46.35,64.29,Pass
438,STU202400439,88.27,69.14,51.45,53.13,73.19,65.25,61.02,Pass
439,STU202400440,83.65,67.82,77.85,79.13,44.09,69.83,69.86,Pass
440,STU202400441,66.33,80.92,62.47,71.52,90.19,43.18,72.03,Pass
441,STU202400442,98.76,69.65,82.66,71.81,86.72,85.74,77.07,Pass
442,STU202400443,85.55,75.72,43.83,48.9,62.08,88.79,60.55,Pass
443,STU202400444,96.29,54.48,59.47,64.9,72.52,79.94,63.86,Pass
444,STU202400445,68.33,75.62,100.0,100.0,83.19,69.73,88.36,Pass
445,STU202400446,66.68,64.82,64.34,42.73,89.1,61.83,61.44,Pass
446,STU202400447,89.51,63.73,87.47,66.4,66.98,70.98,70.49,Pass
447,STU202400448,89.39,62.3,48.97,43.78,88.11,68.24,58.55,Pass
448,STU202400449,80.45,94.67,41.23,33.95,71.92,76.81,60.57,Pass
449,STU202400450,91.39,54.3,93.29,71.43,80.3,84.36,74.15,Pass
450,STU202400451,74.09,82.15,82.51,79.03,79.09,67.33,79.34,Pass
451,STU202400452,61.38,71.3,60.48,72.64,51.36,59.72,65.39,Pass
452,STU202400453,63.36,51.6,97.41,86.21,65.73,74.25,75.53,Pass
453,STU202400454,87.83,67.54,56.82,61.61,59.19,88.86,64.5,Pass
454,STU202400455,62.69,36.95,52.58,45.52,64.45,48.57,47.94,Fail
455,STU202400456,95.12,97.79,68.28,34.01,79.06,69.14,67.08,Pass
456,STU202400457,86.88,66.48,63.13,67.38,64.88,81.33,67.32,Pass
457,STU202400458,90.72,88.73,47.12,69.28,79.27,65.97,70.88,Pass
458,STU202400459,95.07,92.19,65.89,76.03,60.6,84.82,76.61,Pass
459,STU202400460,80.19,63.48,72.54,67.39,70.73,79.47,69.15,Pass
460,STU202400461,72.18,72.44,82.94,75.69,94.27,59.68,77.51,Pass
461,STU202400462,64.03,74.78,100.0,100.0,64.38,59.45,84.3,Pass
462,STU202400463,84.98,100.0,90.04,70.67,85.08,79.6,84.93,Pass
463,STU202400464,70.02,69.13,48.93,48.92,55.95,60.27,56.17,Pass
464,STU202400465,64.61,71.19,100.0,63.4,85.83,67.56,76.45,Pass
465,STU202400466,69.02,51.01,68.92,71.93,63.53,61.34,63.78,Pass
466,STU202400467,85.57,58.59,73.97,63.39,65.73,78.46,66.16,Pass
467,STU202400468,78.04,64.5,55.77,54.88,88.54,57.51,62.78,Pass
468,STU202400469,74.83,91.52,67.84,73.89,43.88,67.89,71.99,Pass
469,STU202400470,64.94,100.0,67.55,56.51,72.61,64.6,72.81,Pass
470,STU202400471,71.68,79.52,80.25,79.12,87.21,59.95,78.74,Pass
471,STU202400472,88.46,77.26,84.34,82.2,51.21,71.31,75.66,Pass
472,STU202400473,60.0,82.27,61.17,57.37,72.96,65.15,67.47,Pass
473,STU202400474,84.98,61.73,89.46,88.75,59.06,80.02,76.81,Pass
474,STU202400475,93.13,92.85,58.18,58.67,65.97,81.42,70.49,Pass
475,STU202400476,84.75,50.53,88.1,86.44,76.32,78.91,75.53,Pass
476,STU202400477,69.47,65.18,56.16,51.3,81.3,50.55,60.17,Pass
477,STU202400478,86.9,81.8,47.6,60.58,81.13,76.33,67.95,Pass
478,STU202400479,71.03,64.78,62.64,58.33,90.52,57.77,65.58,Pass
479,STU202400480,75.67,100.0,63.56,67.16,71.89,67.68,75.41,Pass
480,STU202400481,80.56,82.01,50.27,59.4,67.02,59.36,64.37,Pass
481,STU202400482,80.05,86.75,61.17,56.92,80.26,75.7,70.61,Pass
482,STU202400483,87.31,60.62,58.24,54.81,89.23,67.31,63.36,Pass
483,STU202400484,72.88,86.47,68.05,63.28,65.83,86.95,72.78,Pass
484,STU202400485,69.86,84.15,77.85,72.57,78.56,63.25,76.49,Pass
485,STU202400486,92.89,95.47,66.52,71.8,80.76,76.03,78.43,Pass
486,STU202400487,83.52,39.12,51.18,58.56,75.4,72.05,56.1,Pass
487,STU202400488,89.48,60.29,61.45,25.89,79.65,63.89,53.47,Pass
488,STU202400489,91.43,77.05,85.84,86.77,84.02,78.04,82.87,Pass
489,STU202400490,61.18,77.49,56.07,63.48,78.16,65.02,67.86,Pass
490,STU202400491,89.75,71.32,50.7,69.55,74.76,81.54,68.2,Pass
491,STU202400492,80.39,49.08,40.32,59.38,73.37,67.17,55.87,Pass
492,STU202400493,93.93,74.95,55.68,53.34,88.31,91.98,68.32,Pass
493,STU202400494,71.85,76.63,82.85,60.71,79.72,60.4,71.94,Pass
494,STU202400495,99.5,71.95,54.85,79.59,89.68,81.42,74.43,Pass
495,STU202400496,80.05,71.45,67.35,80.81,76.51,63.92,73.44,Pass
496,STU202400497,71.93,86.13,59.18,69.47,83.41,54.61,72.18,Pass
497,STU202400498,87.09,69.69,58.11,50.31,82.17,83.6,64.82,Pass
498,STU202400499,73.55,53.25,91.64,64.36,67.44,60.69,67.13,Pass
499,STU202400500,61.13,93.05,65.32,58.98,43.39,59.2,66.45,Pass
500,STU202400501,92.38,92.21,45.42,62.57,53.66,75.24,66.48,Pass
501,STU202400502,87.63,71.41,40.51,20.42,85.9,85.61,53.53,Pass
502,STU202400503,73.78,85.13,48.96,45.66,82.24,74.21,64.53,Pass
503,STU202400504,95.13,49.14,46.89,85.27,75.04,69.77,65.48,Pass
504,STU202400505,88.7,69.83,83.5,70.83,78.21,79.25,75.06,Pass
505,STU202400506,66.17,46.29,64.25,64.0,66.35,61.57,59.73,Pass
506,STU202400507,90.46,88.87,69.18,66.2,65.56,85.83,74.33,Pass
507,STU202400508,86.7,49.56,63.49,83.78,71.3,77.64,68.68,Pass
508,STU202400509,93.97,65.83,64.37,59.75,85.45,89.18,68.99,Pass
509,STU202400510,77.74,75.24,84.95,54.41,88.51,75.63,72.97,Pass
510,STU202400511,77.46,84.36,86.29,89.14,79.26,73.1,84.29,Pass
511,STU202400512,80.74,79.91,100.0,72.17,76.28,78.82,80.95,Pass
512,STU202400513,77.61,89.14,52.19,38.41,74.3,65.84,61.98,Pass
513,STU202400514,80.52,84.06,60.96,79.89,69.9,68.83,74.54,Pass
514,STU202400515,77.94,91.63,71.51,76.83,49.28,81.33,75.78,Pass
515,STU202400516,81.39,45.67,96.32,78.41,86.32,80.58,75.21,Pass
516,STU202400517,83.72,64.73,55.5,72.16,84.03,79.88,69.52,Pass
517,STU202400518,73.08,78.77,85.02,87.72,78.83,69.99,81.84,Pass
518,STU202400519,97.0,95.61,57.02,51.03,83.07,69.01,69.98,Pass
519,STU202400520,92.47,64.42,85.53,78.6,97.91,83.38,79.82,Pass
520,STU202400521,82.39,100.0,69.68,65.52,68.35,71.02,75.95,Pass
521,STU202400522,60.39,77.3,49.23,46.56,79.05,66.17,61.61,Pass
522,STU202400523,89.95,61.33,65.88,65.05,58.87,75.36,64.39,Pass
523,STU202400524,71.24,54.68,79.05,81.65,97.61,42.23,72.84,Pass
524,STU202400525,97.46,83.04,16.15,23.48,76.03,87.49,51.19,Fail
525,STU202400526,80.85,62.4,84.38,85.5,48.84,69.35,72.39,Pass
526,STU202400527,70.32,67.92,41.62,27.68,70.16,62.64,50.4,Fail
527,STU202400528,73.93,74.43,64.07,66.08,91.87,66.84,71.71,Pass
528,STU202400529,82.44,74.99,66.04,55.78,84.44,83.27,69.68,Pass
529,STU202400530,82.37,100.0,18.9,55.27,96.5,90.33,68.87,Pass
530,STU202400531,71.23,77.91,56.94,39.82,73.57,65.24,60.37,Pass
531,STU202400532,84.71,62.93,75.52,67.44,85.78,67.07,70.64,Pass
532,STU202400533,85.76,60.8,100.0,75.01,79.86,55.9,75.27,Pass
533,STU202400534,60.0,97.01,82.81,67.87,79.55,71.87,80.29,Pass
534,STU202400535,88.47,64.27,84.3,61.92,62.31,94.58,70.31,Pass
535,STU202400536,76.11,80.77,29.15,44.56,35.15,57.52,50.41,Fail
536,STU202400537,72.15,74.88,62.58,65.27,74.27,67.5,68.71,Pass
537,STU202400538,79.95,78.31,100.0,64.25,47.76,71.66,73.18,Pass
538,STU202400539,85.21,92.97,85.97,84.06,82.8,61.14,84.19,Pass
539,STU202400540,60.0,76.24,58.78,41.24,69.54,59.6,59.58,Pass
540,STU202400541,95.29,84.26,70.06,67.39,64.12,86.71,73.58,Pass
541,STU202400542,66.19,76.59,85.64,97.53,63.77,59.0,81.0,Pass
542,STU202400543,80.79,65.2,85.18,65.79,76.01,72.85,71.76,Pass
543,STU202400544,78.15,79.41,65.72,60.85,87.45,73.68,71.74,Pass
544,STU202400545,87.6,62.24,63.59,53.69,71.16,76.04,62.66,Pass
545,STU202400546,88.53,54.55,75.95,62.52,65.16,74.57,64.81,Pass
546,STU202400547,84.32,80.72,85.55,80.05,65.34,71.48,78.26,Pass
547,STU202400548,60.0,78.96,60.94,80.92,96.06,61.86,76.8,Pass
548,STU202400549,60.0,77.42,34.7,45.4,74.39,61.16,57.19,Pass
549,STU202400550,84.77,71.66,66.56,79.25,39.42,82.18,69.13,Pass
550,STU202400551,77.67,70.92,45.26,43.45,69.9,71.62,57.46,Pass
551,STU202400552,82.83,55.75,100.0,98.3,56.36,79.41,79.82,Pass
552,STU202400553,85.17,44.06,50.84,75.46,66.97,86.35,62.5,Pass
553,STU202400554,88.6,85.32,65.88,79.15,59.69,66.11,73.82,Pass
554,STU202400555,90.02,85.12,55.22,66.88,99.79,80.88,75.44,Pass
555,STU202400556,76.18,68.24,58.68,67.79,79.14,70.92,68.09,Pass
556,STU202400557,76.69,94.08,83.01,65.7,88.87,62.15,79.38,Pass
557,STU202400558,75.83,79.5,86.95,59.47,99.59,74.03,77.45,Pass
558,STU202400559,82.15,77.07,79.81,80.86,78.79,71.09,78.41,Pass
559,STU202400560,88.27,100.0,85.42,66.83,100.0,75.23,84.66,Pass
560,STU202400561,87.34,53.18,58.53,51.63,55.09,62.26,54.98,Pass
561,STU202400562,96.85,71.29,48.27,36.12,93.33,82.85,60.6,Pass
562,STU202400563,75.59,59.22,54.51,50.82,77.57,68.89,59.48,Pass
563,STU202400564,96.94,66.48,75.76,83.49,86.32,91.15,78.88,Pass
564,STU202400565,65.81,70.99,89.91,90.42,73.14,69.58,80.78,Pass
565,STU202400566,73.1,71.33,45.78,36.64,83.51,65.03,57.01,Pass
566,STU202400567,60.0,55.9,61.6,50.36,80.52,61.92,59.67,Pass
567,STU202400568,70.53,73.02,63.09,41.25,73.75,72.32,61.54,Pass
568,STU202400569,88.16,59.63,54.09,61.83,76.87,72.56,63.06,Pass
569,STU202400570,79.01,89.95,78.74,74.49,97.85,64.26,81.69,Pass
570,STU202400571,88.97,83.47,85.97,79.86,65.53,71.54,79.0,Pass
571,STU202400572,83.19,77.16,100.0,79.68,95.04,74.82,84.93,Pass
572,STU202400573,61.08,64.86,100.0,92.89,65.27,53.69,79.24,Pass
573,STU202400574,78.37,74.32,82.22,70.85,83.67,65.56,75.38,Pass
574,STU202400575,92.89,82.6,59.72,72.32,74.29,70.58,72.49,Pass
575,STU202400576,84.67,66.89,80.73,60.29,83.18,84.75,71.91,Pass
576,STU202400577,81.35,48.15,32.81,55.12,78.95,72.82,54.26,Pass
577,STU202400578,85.13,82.79,79.9,78.14,81.78,67.46,79.13,Pass
578,STU202400579,64.32,79.95,74.58,77.67,83.28,70.81,77.78,Pass
579,STU202400580,73.59,76.82,69.38,62.73,77.51,72.45,70.77,Pass
580,STU202400581,80.36,60.62,53.93,78.41,91.25,57.19,68.87,Pass
581,STU202400582,71.68,86.4,82.29,65.8,81.81,65.02,76.57,Pass
582,STU202400583,74.9,89.23,50.19,82.48,97.79,75.11,79.27,Pass
583,STU202400584,92.1,76.22,86.99,82.56,72.12,68.9,78.93,Pass
584,STU202400585,60.0,66.06,78.82,86.04,65.45,47.64,72.67,Pass
585,STU202400586,94.2,66.37,75.73,87.9,80.98,78.92,78.15,Pass
586,STU202400587,93.88,66.07,50.29,64.52,56.41,86.83,63.08,Pass
587,STU202400588,92.09,65.38,56.26,81.27,89.18,88.95,74.25,Pass
588,STU202400589,60.0,66.69,41.23,61.11,70.43,56.0,59.41,Pass
589,STU202400590,72.53,76.85,83.12,83.68,86.94,58.55,79.84,Pass
590,STU202400591,91.98,85.45,68.65,71.84,79.74,78.68,76.47,Pass
591,STU202400592,91.15,93.77,58.33,64.6,74.46,69.53,72.61,Pass
592,STU202400593,85.04,58.3,65.55,77.77,79.23,77.15,70.61,Pass
593,STU202400594,75.73,60.76,86.9,67.1,56.4,62.31,67.39,Pass
594,STU202400595,77.96,84.66,47.49,51.68,69.69,57.18,62.34,Pass
595,STU202400596,79.14,58.31,60.11,67.18,85.44,74.71,67.04,Pass
596,STU202400597,63.49,54.62,39.57,40.04,57.73,52.89,47.53,Pass
597,STU202400598,82.43,57.86,49.06,66.02,82.66,62.05,62.69,Pass
598,STU202400599,80.29,69.36,63.48,60.56,86.23,73.82,68.52,Pass
599,STU202400600,83.28,96.54,87.52,62.18,66.61,62.34,76.52,Pass
600,STU202400601,95.87,70.08,79.55,65.47,92.28,72.23,74.14,Pass
601,STU202400602,79.58,76.11,85.81,88.02,85.56,62.23,81.65,Pass
602,STU202400603,82.53,54.03,79.94,60.46,92.95,82.25,69.8,Pass
603,STU202400604,82.53,88.11,50.71,43.89,79.78,70.21,64.32,Pass
604,STU202400605,71.64,85.07,98.51,90.33,69.64,68.83,85.4,Pass
605,STU202400606,91.65,64.97,81.36,58.01,90.21,86.72,72.12,Pass
606,STU202400607,87.24,61.69,100.0,91.8,75.16,73.88,81.63,Pass
607,STU202400608,94.36,86.37,98.13,59.16,87.21,81.4,80.19,Pass
608,STU202400609,85.11,68.61,66.36,70.51,69.14,79.22,69.87,Pass
609,STU202400610,98.08,62.04,59.2,59.4,67.92,84.32,63.79,Pass
610,STU202400611,96.8,66.5,27.78,61.28,65.35,81.12,58.48,Pass
611,STU202400612,85.58,75.58,70.99,44.2,93.4,76.46,68.01,Pass
612,STU202400613,96.54,82.98,67.29,57.62,83.49,79.57,71.97,Pass
613,STU202400614,82.42,76.85,56.5,65.11,55.74,67.33,65.14,Pass
614,STU202400615,72.39,76.07,59.02,59.83,70.97,62.59,65.68,Pass
615,STU202400616,60.0,68.39,77.34,65.42,77.91,52.98,69.18,Pass
616,STU202400617,90.95,74.18,34.09,24.23,94.69,85.03,55.34,Pass
617,STU202400618,87.49,66.13,91.05,84.68,71.31,62.84,77.13,Pass
618,STU202400619,93.68,67.95,83.75,100.0,88.76,86.13,85.66,Pass
619,STU202400620,89.33,93.32,61.58,53.1,97.06,95.89,75.72,Pass
620,STU202400621,60.0,72.63,66.63,65.89,58.89,58.26,65.91,Pass
621,STU202400622,71.26,66.49,73.72,73.45,75.84,64.32,71.21,Pass
622,STU202400623,88.19,61.89,82.67,69.8,66.59,70.49,69.99,Pass
623,STU202400624,98.1,38.99,100.0,84.49,93.97,70.85,76.27,Pass
624,STU202400625,98.2,100.0,58.53,47.69,82.46,80.88,71.47,Pass
625,STU202400626,86.07,100.0,92.55,63.89,69.35,74.78,80.56,Pass
626,STU202400627,81.66,81.42,64.01,81.45,62.34,57.22,72.66,Pass
627,STU202400628,62.88,56.47,60.84,60.03,66.9,52.44,59.57,Pass
628,STU202400629,84.45,100.0,63.36,69.6,62.72,66.02,74.56,Pass
629,STU202400630,76.0,50.94,87.49,82.76,67.76,76.12,72.84,Pass
630,STU202400631,96.27,77.9,57.7,48.17,66.92,85.8,64.09,Pass
631,STU202400632,71.16,46.3,69.92,51.29,82.05,62.79,59.53,Pass
632,STU202400633,77.2,39.42,58.77,52.86,64.73,71.11,54.28,Pass
633,STU202400634,94.85,75.48,60.29,63.84,81.6,79.68,70.29,Pass
634,STU202400635,63.77,77.39,92.31,70.46,66.21,71.72,76.05,Pass
635,STU202400636,88.62,73.78,67.81,60.07,59.72,78.86,66.87,Pass
636,STU202400637,77.65,94.4,56.01,34.49,71.77,68.02,62.72,Pass
637,STU202400638,89.01,71.28,60.19,60.64,66.84,70.53,65.13,Pass
638,STU202400639,94.36,84.18,73.03,69.72,60.04,88.15,74.39,Pass
639,STU202400640,80.29,60.26,67.06,65.19,67.03,48.2,62.91,Pass
640,STU202400641,73.41,91.43,68.04,53.73,95.58,55.48,72.47,Pass
641,STU202400642,60.0,92.71,62.62,50.74,69.66,69.6,68.33,Pass
642,STU202400643,90.54,68.18,86.79,63.98,78.79,61.65,71.58,Pass
643,STU202400644,67.85,77.63,78.38,66.93,66.15,55.72,70.66,Pass
644,STU202400645,96.18,61.52,63.96,54.83,85.18,86.79,66.07,Pass
645,STU202400646,76.79,68.69,70.34,84.14,57.91,70.92,72.26,Pass
646,STU202400647,86.79,83.06,53.34,78.66,89.92,73.0,75.82,Pass
647,STU202400648,60.0,79.27,66.67,75.86,86.9,52.0,74.15,Pass
648,STU202400649,80.96,46.06,55.57,59.53,73.47,63.16,57.83,Pass
649,STU202400650,91.05,54.94,71.52,64.1,95.98,80.99,69.77,Pass
650,STU202400651,75.6,63.18,66.14,54.59,85.42,62.94,64.51,Pass
651,STU202400652,74.0,75.3,63.66,63.99,100.0,47.47,70.5,Pass
652,STU202400653,76.36,58.24,70.57,65.39,85.06,58.3,66.88,Pass
653,STU202400654,77.04,50.79,73.37,56.61,60.77,73.32,60.8,Pass
654,STU202400655,84.07,32.56,87.63,68.08,66.67,85.23,64.61,Pass
655,STU202400656,81.14,100.0,82.01,50.86,86.95,71.87,76.89,Pass
656,STU202400657,60.0,75.03,85.12,63.88,55.64,51.1,68.4,Pass
657,STU202400658,89.13,50.36,61.66,66.78,74.17,79.77,64.06,Pass
658,STU202400659,80.89,87.5,73.18,81.3,36.08,69.59,73.27,Pass
659,STU202400660,85.05,94.4,99.23,90.87,87.22,79.73,91.76,Pass
660,STU202400661,78.25,75.2,66.26,58.71,73.57,83.78,69.08,Pass
661,STU202400662,91.82,81.35,70.33,47.23,69.41,73.78,66.36,Pass
662,STU202400663,60.0,91.63,70.57,52.99,73.96,75.8,71.59,Pass
663,STU202400664,95.56,81.08,66.13,69.97,65.77,73.62,71.72,Pass
664,STU202400665,87.29,81.49,91.19,84.59,60.75,60.62,79.16,Pass
665,STU202400666,72.14,48.99,60.04,53.22,75.6,63.71,57.93,Pass
666,STU202400667,76.45,31.06,87.44,72.59,69.63,53.8,62.85,Pass
667,STU202400668,84.37,84.92,81.85,97.22,62.13,69.44,83.03,Pass
668,STU202400669,90.55,68.64,66.91,44.0,99.74,67.18,65.42,Pass
669,STU202400670,83.14,65.18,60.6,61.48,73.74,71.26,65.05,Pass
670,STU202400671,94.8,86.6,67.41,50.88,69.45,82.61,69.07,Pass
671,STU202400672,82.44,57.68,88.87,64.49,74.5,69.94,69.71,Pass
672,STU202400673,82.35,71.45,87.38,82.44,73.79,73.81,78.52,Pass
673,STU202400674,60.67,72.86,82.4,94.8,72.29,56.11,79.59,Pass
674,STU202400675,94.59,82.35,66.44,72.28,56.5,70.68,71.1,Pass
675,STU202400676,87.01,77.12,68.78,85.03,92.24,70.2,79.4,Pass
676,STU202400677,81.25,77.13,79.27,49.38,64.33,63.06,65.91,Pass
677,STU202400678,74.85,65.93,63.74,69.14,95.61,65.13,70.83,Pass
678,STU202400679,63.2,66.32,83.08,85.71,59.74,57.16,73.59,Pass
679,STU202400680,89.82,77.1,70.73,64.51,86.98,80.06,73.83,Pass
680,STU202400681,83.97,64.49,86.25,86.72,88.48,63.77,79.04,Pass
681,STU202400682,71.06,59.57,42.54,81.47,75.99,64.56,65.7,Pass
682,STU202400683,76.57,91.29,57.07,61.04,51.84,62.25,66.55,Pass
683,STU202400684,75.79,61.88,62.01,57.5,76.42,68.92,63.47,Pass
684,STU202400685,86.03,65.12,75.43,83.89,92.03,73.31,77.67,Pass
685,STU202400686,89.23,90.4,61.23,75.04,57.11,84.45,74.37,Pass
686,STU202400687,75.56,61.65,100.0,81.76,70.02,66.37,77.08,Pass
687,STU202400688,79.52,76.82,46.06,46.01,62.94,48.6,56.52,Pass
688,STU202400689,94.53,78.14,86.35,90.09,81.93,83.38,84.46,Pass
689,STU202400690,76.99,70.65,90.14,73.85,96.29,56.91,77.98,Pass
690,STU202400691,61.33,66.17,76.97,70.53,74.93,63.33,70.67,Pass
691,STU202400692,75.42,55.1,62.32,66.05,65.48,63.78,62.25,Pass
692,STU202400693,62.37,81.42,67.65,63.36,99.56,57.93,73.62,Pass
693,STU202400694,94.44,88.54,82.71,74.87,77.96,91.51,81.98,Pass
